group	original_path	blob_in_06ee25a	state_now	recover_with	disposition	detail
Commit candidates (G4)	disease-models/wwox/research/commit_candidates/PROPOSAL-20260826-LOCATOR-TO-CLAIM-PROPAGATION.md	22d32c822e97b1ef5da43c62fa1505241bbf919c	differs on main	git show 06ee25a:disease-models/wwox/research/commit_candidates/PROPOSAL-20260826-LOCATOR-TO-CLAIM-PROPAGATION.md	DISPOSITIONED	VPS appended a BATCH DISPOSITION naming a VPS batch; not copied — re-disposition belongs to the held science batch
Comparison notes (analysis)	disease-models/wwox/analysis/comparison_notes/2026-09-13_JOINT_36828035_39868255.md	e0d3238f16d60f01bccbffad8307b9936dae7bf9	absent on main	git show 06ee25a:disease-models/wwox/analysis/comparison_notes/2026-09-13_JOINT_36828035_39868255.md	DISPOSITIONED	kept in the VPS backup by operator decision A1 (historical record; `git show 06ee25a:<path>`)
Comparison notes (analysis)	disease-models/wwox/analysis/comparison_notes/2026-09-13_JOINT_WWOX_BRCA1_pair.md	3c9b0701096b566aee6df2f5a58b6479b9dd2b49	absent on main	git show 06ee25a:disease-models/wwox/analysis/comparison_notes/2026-09-13_JOINT_WWOX_BRCA1_pair.md	DISPOSITIONED	kept in the VPS backup by operator decision A1 (historical record; `git show 06ee25a:<path>`)
Comparison notes (analysis)	disease-models/wwox/analysis/comparison_notes/2026-09-13_M4B_PMID15064722.md	b146707a00924a6a90c04fb04771c89a1fcd022a	absent on main	git show 06ee25a:disease-models/wwox/analysis/comparison_notes/2026-09-13_M4B_PMID15064722.md	DISPOSITIONED	kept in the VPS backup by operator decision A1 (historical record; `git show 06ee25a:<path>`)
Comparison notes (analysis)	disease-models/wwox/analysis/comparison_notes/2026-09-13_M4B_PMID24369382.md	ccdec697252aa0038f7c8888d66e14e44a9c0c13	absent on main	git show 06ee25a:disease-models/wwox/analysis/comparison_notes/2026-09-13_M4B_PMID24369382.md	RECOVERED	af09f7a: recovered as a receipt-declared output, VPS identifiers annotated
Comparison notes (analysis)	disease-models/wwox/analysis/comparison_notes/2026-09-13_M4B_PMID24932569.md	1c4788cbb8f8e971f9d19619e97dc10fcd52adc3	absent on main	git show 06ee25a:disease-models/wwox/analysis/comparison_notes/2026-09-13_M4B_PMID24932569.md	DISPOSITIONED	kept in the VPS backup by operator decision A1 (historical record; `git show 06ee25a:<path>`)
Comparison notes (analysis)	disease-models/wwox/analysis/comparison_notes/2026-09-13_M4B_PMID27869163.md	8845417790d0b42d0b9ae8868e632d8a2c2d263e	absent on main	git show 06ee25a:disease-models/wwox/analysis/comparison_notes/2026-09-13_M4B_PMID27869163.md	DISPOSITIONED	kept in the VPS backup by operator decision A1 (historical record; `git show 06ee25a:<path>`)
Comparison notes (analysis)	disease-models/wwox/analysis/comparison_notes/2026-09-13_M4B_PMID30619736.md	509765c0a98ed792b4a9158bcf94579e72efe985	absent on main	git show 06ee25a:disease-models/wwox/analysis/comparison_notes/2026-09-13_M4B_PMID30619736.md	DISPOSITIONED	kept in the VPS backup by operator decision A1 (historical record; `git show 06ee25a:<path>`)
Comparison notes (analysis)	disease-models/wwox/analysis/comparison_notes/2026-09-13_M4B_PMID35409089.md	be54d2aae6658677230c810f0e34e55d0d6f4c0f	absent on main	git show 06ee25a:disease-models/wwox/analysis/comparison_notes/2026-09-13_M4B_PMID35409089.md	DISPOSITIONED	kept in the VPS backup by operator decision A1 (historical record; `git show 06ee25a:<path>`)
Comparison notes (analysis)	disease-models/wwox/analysis/comparison_notes/2026-09-13_M4B_PMID36828035.md	79fcecdb40b2255a90987e7bfd08492f619e42b7	absent on main	git show 06ee25a:disease-models/wwox/analysis/comparison_notes/2026-09-13_M4B_PMID36828035.md	DISPOSITIONED	kept in the VPS backup by operator decision A1 (historical record; `git show 06ee25a:<path>`)
Comparison notes (analysis)	disease-models/wwox/analysis/comparison_notes/2026-09-13_M4B_PMID39868255.md	e4502409a1f2d32336b6d6ddc6a165b2626c03a2	absent on main	git show 06ee25a:disease-models/wwox/analysis/comparison_notes/2026-09-13_M4B_PMID39868255.md	DISPOSITIONED	kept in the VPS backup by operator decision A1 (historical record; `git show 06ee25a:<path>`)
Comparison notes (analysis)	disease-models/wwox/analysis/comparison_notes/2026-09-14_M4B_PMID30285739.md	1c6ed234597c5cf6b542c459af64f49a83cc63e8	absent on main	git show 06ee25a:disease-models/wwox/analysis/comparison_notes/2026-09-14_M4B_PMID30285739.md	RECOVERED	af09f7a: recovered as a receipt-declared output, VPS identifiers annotated
Comparison notes (research)	disease-models/wwox/research/comparison_notes/2026-09-12_PMID29724996_check_round2.txt	b729bc30554a3769cff32848d730c07423246049	absent on main	git show 06ee25a:disease-models/wwox/research/comparison_notes/2026-09-12_PMID29724996_check_round2.txt	DISPOSITIONED	kept in the VPS backup by operator decision A1 (historical record; `git show 06ee25a:<path>`)
Comparison notes (research)	disease-models/wwox/research/comparison_notes/2026-09-12_PMID29724996_comparison_ORIGINAL.md	fdc0788296b4d6596da7cfc6b54ebc51534eab40	absent on main	git show 06ee25a:disease-models/wwox/research/comparison_notes/2026-09-12_PMID29724996_comparison_ORIGINAL.md	DISPOSITIONED	kept in the VPS backup by operator decision A1 (historical record; `git show 06ee25a:<path>`)
Comparison notes (research)	disease-models/wwox/research/comparison_notes/2026-09-12_PMID29724996_comparison_REPAIRED.md	f6258b8e17752b804342bfb0bd43018a93fac82e	absent on main	git show 06ee25a:disease-models/wwox/research/comparison_notes/2026-09-12_PMID29724996_comparison_REPAIRED.md	DISPOSITIONED	kept in the VPS backup by operator decision A1 (historical record; `git show 06ee25a:<path>`)
Comparison notes (research)	disease-models/wwox/research/comparison_notes/2026-09-12_use_trial_criteria.md	76b91c675942a41dae7ea63e319f88e0d9c943ee	absent on main	git show 06ee25a:disease-models/wwox/research/comparison_notes/2026-09-12_use_trial_criteria.md	DISPOSITIONED	kept in the VPS backup by operator decision A1 (historical record; `git show 06ee25a:<path>`)
Comparison notes (research)	disease-models/wwox/research/comparison_notes/2026-09-12_verification_ORIGINAL.md	285090e7bf146ec3895b193972357c89b2041564	absent on main	git show 06ee25a:disease-models/wwox/research/comparison_notes/2026-09-12_verification_ORIGINAL.md	DISPOSITIONED	kept in the VPS backup by operator decision A1 (historical record; `git show 06ee25a:<path>`)
Comparison notes (research)	disease-models/wwox/research/comparison_notes/2026-09-12_verification_REPAIRED_round1_extracted_from_transcript.md	99a48a61a7cd2475de59ec5ab3e3ded5228b6692	absent on main	git show 06ee25a:disease-models/wwox/research/comparison_notes/2026-09-12_verification_REPAIRED_round1_extracted_from_transcript.md	DISPOSITIONED	kept in the VPS backup by operator decision A1 (historical record; `git show 06ee25a:<path>`)
Comparison notes (research)	disease-models/wwox/research/comparison_notes/2026-09-12_verifier_expectations_ORIGINAL.md	a4af09b11d099fcef80e7f1714422b9a77f6a20b	absent on main	git show 06ee25a:disease-models/wwox/research/comparison_notes/2026-09-12_verifier_expectations_ORIGINAL.md	DISPOSITIONED	kept in the VPS backup by operator decision A1 (historical record; `git show 06ee25a:<path>`)
Comparison notes (research)	disease-models/wwox/research/comparison_notes/2026-09-13_ALDAZ-FT-B-003_comparison.md	94144dcdbb7edd79f9cdc34098b395f09c824dd5	absent on main	git show 06ee25a:disease-models/wwox/research/comparison_notes/2026-09-13_ALDAZ-FT-B-003_comparison.md	DISPOSITIONED	kept in the VPS backup by operator decision A1 (historical record; `git show 06ee25a:<path>`)
Comparison notes (research)	disease-models/wwox/research/comparison_notes/2026-09-13_ALDAZ-FT-B-004_comparison.md	36e38109d5fffc543b2374cfcc2d0a20ad96b894	absent on main	git show 06ee25a:disease-models/wwox/research/comparison_notes/2026-09-13_ALDAZ-FT-B-004_comparison.md	RECOVERED	af09f7a: recovered as a receipt-declared output, VPS identifiers annotated
Comparison notes (research)	disease-models/wwox/research/comparison_notes/2026-09-13_PMID16941225_comparison.md	d74f459e324e502f2bfd245c5b6ca3580a32af42	absent on main	git show 06ee25a:disease-models/wwox/research/comparison_notes/2026-09-13_PMID16941225_comparison.md	DISPOSITIONED	kept in the VPS backup by operator decision A1 (historical record; `git show 06ee25a:<path>`)
Comparison notes (research)	disease-models/wwox/research/comparison_notes/2026-09-13_PMID29724996_check_V3.txt	4cf9532f51db048df81d6435dc28463d3f163c47	absent on main	git show 06ee25a:disease-models/wwox/research/comparison_notes/2026-09-13_PMID29724996_check_V3.txt	DISPOSITIONED	kept in the VPS backup by operator decision A1 (historical record; `git show 06ee25a:<path>`)
Comparison notes (research)	disease-models/wwox/research/comparison_notes/2026-09-13_PMID29724996_check_V4.txt	d99ccdd9b7d553e21678ffd512264f1b2b339a2c	absent on main	git show 06ee25a:disease-models/wwox/research/comparison_notes/2026-09-13_PMID29724996_check_V4.txt	DISPOSITIONED	kept in the VPS backup by operator decision A1 (historical record; `git show 06ee25a:<path>`)
Comparison notes (research)	disease-models/wwox/research/comparison_notes/2026-09-13_PMID29724996_comparison_V3.md	451d6c359e452ab8f16de7affffffc97058c29bb	absent on main	git show 06ee25a:disease-models/wwox/research/comparison_notes/2026-09-13_PMID29724996_comparison_V3.md	DISPOSITIONED	kept in the VPS backup by operator decision A1 (historical record; `git show 06ee25a:<path>`)
Comparison notes (research)	disease-models/wwox/research/comparison_notes/2026-09-13_PMID29724996_comparison_V4.md	6d4ba2454eb5631d5999e8c78b8f549283473622	absent on main	git show 06ee25a:disease-models/wwox/research/comparison_notes/2026-09-13_PMID29724996_comparison_V4.md	DISPOSITIONED	kept in the VPS backup by operator decision A1 (historical record; `git show 06ee25a:<path>`)
Comparison notes (research)	disease-models/wwox/research/comparison_notes/2026-09-13_reexamination_V4_extracted_from_transcript.md	b4f9dc085e663dac88df9e47855f404f42fc51c7	absent on main	git show 06ee25a:disease-models/wwox/research/comparison_notes/2026-09-13_reexamination_V4_extracted_from_transcript.md	DISPOSITIONED	kept in the VPS backup by operator decision A1 (historical record; `git show 06ee25a:<path>`)
Comparison notes (research)	disease-models/wwox/research/comparison_notes/2026-09-13_verification_V3_extracted_from_transcript.md	058f4ec5e4582a507a46110174b011766c41852c	absent on main	git show 06ee25a:disease-models/wwox/research/comparison_notes/2026-09-13_verification_V3_extracted_from_transcript.md	DISPOSITIONED	kept in the VPS backup by operator decision A1 (historical record; `git show 06ee25a:<path>`)
Consolidation verifications	disease-models/wwox/research/consolidation_verification_20260912/expectations_written_before_opening_the_proposals.md	4e2e0effd1510cce4192e2ce10a665f8b674cae9	absent on main	git show 06ee25a:disease-models/wwox/research/consolidation_verification_20260912/expectations_written_before_opening_the_proposals.md	DISPOSITIONED	kept in the VPS backup by operator decision A1 (historical record; `git show 06ee25a:<path>`)
Consolidation verifications	disease-models/wwox/research/consolidation_verification_20260912/verification_report.md	0025a5d2ecedaa4868db03c77928a6d7408e0981	absent on main	git show 06ee25a:disease-models/wwox/research/consolidation_verification_20260912/verification_report.md	DISPOSITIONED	kept in the VPS backup by operator decision A1 (historical record; `git show 06ee25a:<path>`)
Consolidation verifications	disease-models/wwox/research/consolidation_verification_20260913/expectations_sealed_before_opening_any_surface.md	4f309d73ed6b19b0ff2b5a2ffbc61ce2e699bde4	absent on main	git show 06ee25a:disease-models/wwox/research/consolidation_verification_20260913/expectations_sealed_before_opening_any_surface.md	DISPOSITIONED	kept in the VPS backup by operator decision A1 (historical record; `git show 06ee25a:<path>`)
Consolidation verifications	disease-models/wwox/research/consolidation_verification_20260913/verification_report_extracted_from_transcript.md	b060b7f3fd26e9b0bf3cc56bb2d4b972068fa21c	absent on main	git show 06ee25a:disease-models/wwox/research/consolidation_verification_20260913/verification_report_extracted_from_transcript.md	DISPOSITIONED	kept in the VPS backup by operator decision A1 (historical record; `git show 06ee25a:<path>`)
Deep-dive manifests (G4)	disease-models/wwox/research/deepdive_manifests/PMID14526170.json	a06d519aa6e61fe78399a22488cc0369c081203b	absent on main	git show 06ee25a:disease-models/wwox/research/deepdive_manifests/PMID14526170.json	RECOVERED	af09f7a (G4.3), references renumbered
Deep-dive manifests (G4)	disease-models/wwox/research/deepdive_manifests/PMID15064722.json	486cb76e23c82f7af8ec49309dddfaa33778aad6	absent on main	git show 06ee25a:disease-models/wwox/research/deepdive_manifests/PMID15064722.json	RECOVERED	af09f7a (G4.3), references renumbered
Deep-dive manifests (G4)	disease-models/wwox/research/deepdive_manifests/PMID15266310.json	a5fca7e946b4e8626866ae79c2a1074821850f58	absent on main	git show 06ee25a:disease-models/wwox/research/deepdive_manifests/PMID15266310.json	RECOVERED	af09f7a (G4.3), references renumbered
Deep-dive manifests (G4)	disease-models/wwox/research/deepdive_manifests/PMID15692750.json	e2246383ce21404e740365b5e291686d0f075e41	absent on main	git show 06ee25a:disease-models/wwox/research/deepdive_manifests/PMID15692750.json	RECOVERED	af09f7a (G4.3), references renumbered
Deep-dive manifests (G4)	disease-models/wwox/research/deepdive_manifests/PMID15870886.json	8cd98cef967981faab5bcde5099ca2d7b9e99e73	absent on main	git show 06ee25a:disease-models/wwox/research/deepdive_manifests/PMID15870886.json	RECOVERED	af09f7a (G4.3), references renumbered
Deep-dive manifests (G4)	disease-models/wwox/research/deepdive_manifests/PMID15982416.json	e6c7624af313c8cc8227414fbd5b1e82df9b39fe	absent on main	git show 06ee25a:disease-models/wwox/research/deepdive_manifests/PMID15982416.json	RECOVERED	af09f7a (G4.3), references renumbered
Deep-dive manifests (G4)	disease-models/wwox/research/deepdive_manifests/PMID16152610.json	014929d4ee37b6ab6357bb109618b8367220a85f	absent on main	git show 06ee25a:disease-models/wwox/research/deepdive_manifests/PMID16152610.json	RECOVERED	af09f7a (G4.3), references renumbered
Deep-dive manifests (G4)	disease-models/wwox/research/deepdive_manifests/PMID16187332.json	ad633295662f1dcb49d95caa85a5dd45d9d8e567	absent on main	git show 06ee25a:disease-models/wwox/research/deepdive_manifests/PMID16187332.json	RECOVERED	af09f7a (G4.3), references renumbered
Deep-dive manifests (G4)	disease-models/wwox/research/deepdive_manifests/PMID16941225.json	931f592e1b601809ca3d8901847dfa2a9cbcd2ef	absent on main	git show 06ee25a:disease-models/wwox/research/deepdive_manifests/PMID16941225.json	RECOVERED	af09f7a (G4.3), references renumbered
Deep-dive manifests (G4)	disease-models/wwox/research/deepdive_manifests/PMID17823927.json	bd7ba7434f7a1c0b5a2b501647e934ced5b8bdf6	absent on main	git show 06ee25a:disease-models/wwox/research/deepdive_manifests/PMID17823927.json	RECOVERED	af09f7a (G4.3), references renumbered
Deep-dive manifests (G4)	disease-models/wwox/research/deepdive_manifests/PMID18047428.json	2554094eda8ee1ee515654cb689beeec3888c2e1	absent on main	git show 06ee25a:disease-models/wwox/research/deepdive_manifests/PMID18047428.json	RECOVERED	af09f7a (G4.3), references renumbered
Deep-dive manifests (G4)	disease-models/wwox/research/deepdive_manifests/PMID18061530.json	dd874753c9aa18c5a00d0ca0626f2345d0ac98b2	absent on main	git show 06ee25a:disease-models/wwox/research/deepdive_manifests/PMID18061530.json	RECOVERED	af09f7a (G4.3), references renumbered
Deep-dive manifests (G4)	disease-models/wwox/research/deepdive_manifests/PMID18452537.json	e33e2b864ae8dec38c137f8c000268cb560dcc54	absent on main	git show 06ee25a:disease-models/wwox/research/deepdive_manifests/PMID18452537.json	RECOVERED	af09f7a (G4.3), references renumbered
Deep-dive manifests (G4)	disease-models/wwox/research/deepdive_manifests/PMID22574198.json	bd79ed6e57898914a809ba86025c8e071daecbdc	absent on main	git show 06ee25a:disease-models/wwox/research/deepdive_manifests/PMID22574198.json	RECOVERED	af09f7a (G4.3), references renumbered
Deep-dive manifests (G4)	disease-models/wwox/research/deepdive_manifests/PMID24330518.json	f3ce651053dbd96b2f4bb0e8192ddbc952e7a259	absent on main	git show 06ee25a:disease-models/wwox/research/deepdive_manifests/PMID24330518.json	RECOVERED	af09f7a (G4.3), references renumbered
Deep-dive manifests (G4)	disease-models/wwox/research/deepdive_manifests/PMID24369382.json	7f679711c3cad2ae073396b1f8345d62ff3d9fb6	absent on main	git show 06ee25a:disease-models/wwox/research/deepdive_manifests/PMID24369382.json	RECOVERED	af09f7a (G4.3), references renumbered
Deep-dive manifests (G4)	disease-models/wwox/research/deepdive_manifests/PMID24932569.json	6fe4947257810bdb1b7763a43814d8b41de91d46	absent on main	git show 06ee25a:disease-models/wwox/research/deepdive_manifests/PMID24932569.json	RECOVERED	af09f7a (G4.3), references renumbered
Deep-dive manifests (G4)	disease-models/wwox/research/deepdive_manifests/PMID25024751.json	a0e5ba7c9ade563722713a188c6e7d4f8ac6d1d1	absent on main	git show 06ee25a:disease-models/wwox/research/deepdive_manifests/PMID25024751.json	RECOVERED	af09f7a (G4.3), references renumbered
Deep-dive manifests (G4)	disease-models/wwox/research/deepdive_manifests/PMID27869163.json	50c6c54972ceb7403324bc624abc48d814b99959	absent on main	git show 06ee25a:disease-models/wwox/research/deepdive_manifests/PMID27869163.json	RECOVERED	af09f7a (G4.3), references renumbered
Deep-dive manifests (G4)	disease-models/wwox/research/deepdive_manifests/PMID28283473.json	57fd7cdee2588500571c2789b8e153f90668ecbc	absent on main	git show 06ee25a:disease-models/wwox/research/deepdive_manifests/PMID28283473.json	RECOVERED	af09f7a (G4.3), references renumbered
Deep-dive manifests (G4)	disease-models/wwox/research/deepdive_manifests/PMID29724996.json	2cde4da7b3223ae0495c66855ee2f6d2056f1f3f	differs on main	git show 06ee25a:disease-models/wwox/research/deepdive_manifests/PMID29724996.json	RECOVERED	af09f7a (G4.3), references renumbered
Deep-dive manifests (G4)	disease-models/wwox/research/deepdive_manifests/PMID30285739.json	6095c82084dcc933e37dfb912d10f108934c3063	absent on main	git show 06ee25a:disease-models/wwox/research/deepdive_manifests/PMID30285739.json	RECOVERED	af09f7a (G4.3), references renumbered
Deep-dive manifests (G4)	disease-models/wwox/research/deepdive_manifests/PMID30619736.json	344e2cbf899ffe3971145f6033c2ff818822389d	absent on main	git show 06ee25a:disease-models/wwox/research/deepdive_manifests/PMID30619736.json	RECOVERED	af09f7a (G4.3), references renumbered
Deep-dive manifests (G4)	disease-models/wwox/research/deepdive_manifests/PMID31275852.json	83c95db0622b600824017fefbeccd9c41f694dd1	absent on main	git show 06ee25a:disease-models/wwox/research/deepdive_manifests/PMID31275852.json	RECOVERED	af09f7a (G4.3), references renumbered
Deep-dive manifests (G4)	disease-models/wwox/research/deepdive_manifests/PMID33058734.json	a8e7d4ab68bc0146a9244e2042bd7ce3e9246970	absent on main	git show 06ee25a:disease-models/wwox/research/deepdive_manifests/PMID33058734.json	RECOVERED	af09f7a (G4.3), references renumbered
Deep-dive manifests (G4)	disease-models/wwox/research/deepdive_manifests/PMID35409089.json	9d0f888a13ca854221c45f2307e5a32cea41d4dc	absent on main	git show 06ee25a:disease-models/wwox/research/deepdive_manifests/PMID35409089.json	RECOVERED	af09f7a (G4.3), references renumbered
Deep-dive manifests (G4)	disease-models/wwox/research/deepdive_manifests/PMID36828035.json	bbf3bbf148debab25112e783e0158c2524279d30	differs on main	git show 06ee25a:disease-models/wwox/research/deepdive_manifests/PMID36828035.json	RECOVERED	af09f7a (G4.3), references renumbered
Deep-dive manifests (G4)	disease-models/wwox/research/deepdive_manifests/PMID38563965.json	a2f6ed1690797a431253a8a0c48d57b6afb77e6e	absent on main	git show 06ee25a:disease-models/wwox/research/deepdive_manifests/PMID38563965.json	RECOVERED	af09f7a (G4.3), references renumbered
Deep-dive manifests (G4)	disease-models/wwox/research/deepdive_manifests/PMID39868255.json	594cbca7103527887d4701c37d2c75b0cdd3f053	absent on main	git show 06ee25a:disease-models/wwox/research/deepdive_manifests/PMID39868255.json	RECOVERED	af09f7a (G4.3), references renumbered
Deep-dive manifests (G4)	disease-models/wwox/research/deepdive_manifests/PMID41090157.json	aff9de850cc88b61c449185af0b47fe6554bb504	absent on main	git show 06ee25a:disease-models/wwox/research/deepdive_manifests/PMID41090157.json	RECOVERED	af09f7a (G4.3), references renumbered
Full-text dossiers (G4)	disease-models/wwox/research/fulltext_dossiers/PMID14526170.md	b38efa0d6bc7d0b2bf523b6415187b98c961c374	absent on main	git show 06ee25a:disease-models/wwox/research/fulltext_dossiers/PMID14526170.md	RECOVERED	af09f7a (G4.3), references renumbered
Full-text dossiers (G4)	disease-models/wwox/research/fulltext_dossiers/PMID15064722.md	f3bc5c5d8191658a59985143410254c3945eaa25	absent on main	git show 06ee25a:disease-models/wwox/research/fulltext_dossiers/PMID15064722.md	RECOVERED	af09f7a (G4.3), references renumbered
Full-text dossiers (G4)	disease-models/wwox/research/fulltext_dossiers/PMID15266310.md	29dcb685f5a20c31cd61e4cdfc0f959a2eeb6ec2	absent on main	git show 06ee25a:disease-models/wwox/research/fulltext_dossiers/PMID15266310.md	RECOVERED	af09f7a (G4.3), references renumbered
Full-text dossiers (G4)	disease-models/wwox/research/fulltext_dossiers/PMID15692750.md	674031e469e6295cc3262efa7d1ee8117e811837	absent on main	git show 06ee25a:disease-models/wwox/research/fulltext_dossiers/PMID15692750.md	RECOVERED	af09f7a (G4.3), references renumbered
Full-text dossiers (G4)	disease-models/wwox/research/fulltext_dossiers/PMID15870886.md	2b989bee77b52bbc19511b8de133e706dfbe3b9c	absent on main	git show 06ee25a:disease-models/wwox/research/fulltext_dossiers/PMID15870886.md	RECOVERED	af09f7a (G4.3), references renumbered
Full-text dossiers (G4)	disease-models/wwox/research/fulltext_dossiers/PMID15982416.md	b3aaeb81c73bb3e78617190612ace4e81db9aea9	absent on main	git show 06ee25a:disease-models/wwox/research/fulltext_dossiers/PMID15982416.md	RECOVERED	af09f7a (G4.3), references renumbered
Full-text dossiers (G4)	disease-models/wwox/research/fulltext_dossiers/PMID16152610.md	35fa43150eb5a7e3506c496c55c8d82d937f3223	absent on main	git show 06ee25a:disease-models/wwox/research/fulltext_dossiers/PMID16152610.md	RECOVERED	af09f7a (G4.3), references renumbered
Full-text dossiers (G4)	disease-models/wwox/research/fulltext_dossiers/PMID16187332.md	c3822f50a6ff19f546208becfe63975b072f885f	absent on main	git show 06ee25a:disease-models/wwox/research/fulltext_dossiers/PMID16187332.md	RECOVERED	af09f7a (G4.3), references renumbered
Full-text dossiers (G4)	disease-models/wwox/research/fulltext_dossiers/PMID16941225.md	c55a36f23972780e3f18a3550745c5a13d11881a	absent on main	git show 06ee25a:disease-models/wwox/research/fulltext_dossiers/PMID16941225.md	RECOVERED	af09f7a (G4.3), references renumbered
Full-text dossiers (G4)	disease-models/wwox/research/fulltext_dossiers/PMID17823927.md	93f71b511f729e1c9bc8ab1d0a363bd12f76c7be	absent on main	git show 06ee25a:disease-models/wwox/research/fulltext_dossiers/PMID17823927.md	RECOVERED	af09f7a (G4.3), references renumbered
Full-text dossiers (G4)	disease-models/wwox/research/fulltext_dossiers/PMID18047428.md	766c177302e1fa6d594193cee7934dea4ff1f178	absent on main	git show 06ee25a:disease-models/wwox/research/fulltext_dossiers/PMID18047428.md	RECOVERED	af09f7a (G4.3), references renumbered
Full-text dossiers (G4)	disease-models/wwox/research/fulltext_dossiers/PMID18061530.md	110d43becc50c733774d99916237c794a383098f	absent on main	git show 06ee25a:disease-models/wwox/research/fulltext_dossiers/PMID18061530.md	RECOVERED	af09f7a (G4.3), references renumbered
Full-text dossiers (G4)	disease-models/wwox/research/fulltext_dossiers/PMID18452537.md	128d978f8bf8ce4ede41b046b320ae6ec825885c	absent on main	git show 06ee25a:disease-models/wwox/research/fulltext_dossiers/PMID18452537.md	RECOVERED	af09f7a (G4.3), references renumbered
Full-text dossiers (G4)	disease-models/wwox/research/fulltext_dossiers/PMID22574198.md	ae1061d1970be90ec18090b4026cf63a984140fe	absent on main	git show 06ee25a:disease-models/wwox/research/fulltext_dossiers/PMID22574198.md	RECOVERED	af09f7a (G4.3), references renumbered
Full-text dossiers (G4)	disease-models/wwox/research/fulltext_dossiers/PMID24330518.md	f9326c44fe43e9b484825e0ac207912be040cf06	absent on main	git show 06ee25a:disease-models/wwox/research/fulltext_dossiers/PMID24330518.md	RECOVERED	af09f7a (G4.3), references renumbered
Full-text dossiers (G4)	disease-models/wwox/research/fulltext_dossiers/PMID24369382.md	1317bb2e8c068c1baa75dda29815e42b1a9660e1	absent on main	git show 06ee25a:disease-models/wwox/research/fulltext_dossiers/PMID24369382.md	RECOVERED	af09f7a (G4.3), references renumbered
Full-text dossiers (G4)	disease-models/wwox/research/fulltext_dossiers/PMID24932569.md	f70140ab0cf5bd3a779b3ab50549d265808d8d2e	absent on main	git show 06ee25a:disease-models/wwox/research/fulltext_dossiers/PMID24932569.md	RECOVERED	af09f7a (G4.3), references renumbered
Full-text dossiers (G4)	disease-models/wwox/research/fulltext_dossiers/PMID25024751.md	73966018cf3ecb03f27f7523a6227c21f8b198e3	absent on main	git show 06ee25a:disease-models/wwox/research/fulltext_dossiers/PMID25024751.md	RECOVERED	af09f7a (G4.3), references renumbered
Full-text dossiers (G4)	disease-models/wwox/research/fulltext_dossiers/PMID25331887.md	a31dbb1dfd1db8685ad9a541a7a283694fd38199	differs on main	git show 06ee25a:disease-models/wwox/research/fulltext_dossiers/PMID25331887.md	RECOVERED	af09f7a (G4.3), references renumbered
Full-text dossiers (G4)	disease-models/wwox/research/fulltext_dossiers/PMID27869163.md	ec17f5493f9f752ec38eb78c05311e7cd96f90b6	absent on main	git show 06ee25a:disease-models/wwox/research/fulltext_dossiers/PMID27869163.md	RECOVERED	af09f7a (G4.3), references renumbered
Full-text dossiers (G4)	disease-models/wwox/research/fulltext_dossiers/PMID28283473.md	a3ef2f2f29002dc1ffec5ebb2fe39982eb9744a4	absent on main	git show 06ee25a:disease-models/wwox/research/fulltext_dossiers/PMID28283473.md	RECOVERED	af09f7a (G4.3), references renumbered
Full-text dossiers (G4)	disease-models/wwox/research/fulltext_dossiers/PMID29724996.md	f02ce8ec32e0d5152cee83e3500eb2e3f7d09a71	differs on main	git show 06ee25a:disease-models/wwox/research/fulltext_dossiers/PMID29724996.md	RECOVERED	af09f7a (G4.3), references renumbered
Full-text dossiers (G4)	disease-models/wwox/research/fulltext_dossiers/PMID30285739.md	3c69c5e434b175ac9fa5fa3ce5ad5c4226cb1b9d	absent on main	git show 06ee25a:disease-models/wwox/research/fulltext_dossiers/PMID30285739.md	RECOVERED	af09f7a (G4.3), references renumbered
Full-text dossiers (G4)	disease-models/wwox/research/fulltext_dossiers/PMID30619736.md	c52745915baf252f3c9f21e8da333958d8998f4b	absent on main	git show 06ee25a:disease-models/wwox/research/fulltext_dossiers/PMID30619736.md	RECOVERED	af09f7a (G4.3), references renumbered
Full-text dossiers (G4)	disease-models/wwox/research/fulltext_dossiers/PMID31275852.md	8c29d132f279fc7fcd186e66d9c97b1850ac9e6b	absent on main	git show 06ee25a:disease-models/wwox/research/fulltext_dossiers/PMID31275852.md	RECOVERED	af09f7a (G4.3), references renumbered
Full-text dossiers (G4)	disease-models/wwox/research/fulltext_dossiers/PMID33058734.md	3e073340cfaae34fb4a495856587edd1cf4f5aba	absent on main	git show 06ee25a:disease-models/wwox/research/fulltext_dossiers/PMID33058734.md	RECOVERED	af09f7a (G4.3), references renumbered
Full-text dossiers (G4)	disease-models/wwox/research/fulltext_dossiers/PMID35409089.md	5f57ebee2d3d489929148562337bd0f39407278d	absent on main	git show 06ee25a:disease-models/wwox/research/fulltext_dossiers/PMID35409089.md	RECOVERED	af09f7a (G4.3), references renumbered
Full-text dossiers (G4)	disease-models/wwox/research/fulltext_dossiers/PMID36828035.md	9bd6d04f96751b67f129440423afa2be916c61fd	absent on main	git show 06ee25a:disease-models/wwox/research/fulltext_dossiers/PMID36828035.md	RECOVERED	af09f7a (G4.3), references renumbered
Full-text dossiers (G4)	disease-models/wwox/research/fulltext_dossiers/PMID38563965.md	1eaa7885e68300a90c17a4117a4d012d774699c7	absent on main	git show 06ee25a:disease-models/wwox/research/fulltext_dossiers/PMID38563965.md	RECOVERED	af09f7a (G4.3), references renumbered
